,,,,,,,,,水質,,,,,,,,,,,,地質,,,,,底質汙染物,,,,,,,,藻礁生態系,,,,,,,,,,,,,,,
2020,9,22,A,G2,1,G2-1-H,H,7:10,26.3 ,32.9 ,8.03 ,8.90 ,110.1 ,22.6 ,0.02,0.26,0.08,0.161,,,1.2,,,,,,,,,,,,,0,60,,,,,,,,,,,,,,
2020,9,22,A,G2,1,G2-1-M,M,7:02,26.0 ,33.0 ,8.08 ,9.34 ,114.7 ,18.0 ,0.02,0.25,0.07,0.165,,,1.366666667,,,,,,,,,,,,,2,65,,,,,,,,,,,,,,
2020,9,22,A,G2,1,G2-1-L,L,6:57,26.0 ,33.1 ,8.06 ,8.96 ,110.4 ,22.5 ,0.02,0.24,0.05,0.143,,,0.6666666667,,,,,,,,,,,,,15,6,,,,,,,,,,,,,,
2020,9,,A,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,4,51,,,,,,,,,,,,,,
2020,9,,A,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,37,5,,,,,,,,,,,,,,
2020,9,,A,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,,,,,,,,,,,,,,
2020,9,22,A,G2,3,G2-3-H,H,7:41,25.8 ,33.3 ,8.31 ,10.63 ,130.6 ,13.5 ,0.01,0.17,0.05,0.074,,,1.466666667,,,,,,,,,,,,,26,6,,,,,,,,,,,,,,
2020,9,22,A,G2,3,G2-3-M,M,7:36,26.5 ,33.1 ,8.03 ,12.04 ,149.2 ,11.5 ,0.02,0.21,0.06,0.143,,,1.483333333,,,,,,,,,,,,,24,4,,,,,,,,,,,,,,
2020,9,22,A,G2,3,G2-3-L,L,7:26,27.7 ,33.2 ,8.01 ,7.71 ,97.9 ,176.0 ,0.02,0.2,0.05,0.401,,,0.45,,,,,,,,,,,,,35,3,,,,,,,,,,,,,,
2020,10,15,A,KS,1,KS1-H,H,13:47,27.6 ,34.6 ,8.23 ,9.06 ,115.1 ,8.0 ,0.02 ,0.17 ,0.06 ,0.101 ,,,2.783333333,,,,,,,,,,,,,10.7,17.3,,,,,,,,,,,,,,
2020,10,15,A,KS,1,KS1-M,M,13:53,26.6 ,33.8 ,8.14 ,9.48 ,117.9 ,27.6 ,0.03 ,0.13 ,0.13 ,0.125 ,,,1.533333333,,,,,,,,,,,,,21,19,,,,,,,,,,,,,,
2020,10,15,A,KS,1,KS1-L,L,14:01,26.2 ,34.2 ,8.22 ,9.48 ,116.8 ,40.2 ,0.03 ,0.12 ,0.13 ,0.158 ,,,0.05,,,,,,,,,,,,,32,10.3,,,,,,,,,,,,,,
2020,10,15,A,KS,2,KS2-H,H,14:44,27.6 ,29.1 ,9.01 ,10.37 ,130.5 ,4.3 ,0.08 ,0.83 ,0.19 ,0.172 ,,,1.2,,,,,,,,,,,,,32.3,11.3,,,,,,,,,,,,,,
2020,10,15,A,KS,2,KS2-M,M,14:39,27.5 ,29.2 ,8.78 ,9.54 ,120.0 ,6.6 ,0.06 ,0.86 ,0.08 ,0.134 ,,,1.15,,,,,,,,,,,,,55.7,12.3,,,,,,,,,,,,,,
2020,10,15,A,KS,2,KS2-L,L,14:30,26.7 ,30.1 ,8.27 ,8.83 ,110.1 ,27.8 ,0.08 ,0.73 ,0.25 ,0.220 ,,,0.8333333333,,,,,,,,,,,,,33.7,11,,,,,,,,,,,,,,
2020,10,15,A,KS,3,KS3-H,H,15:07,27.3 ,34.4 ,8.09 ,10.39 ,129.9 ,12.8 ,0.02 ,0.22 ,0.06 ,0.115 ,,,1.216666667,,,,,,,,,,,,,29.7,6.7,,,,,,,,,,,,,,
2020,10,15,A,KS,3,KS3-M,M,15:03,26.9 ,34.6 ,8.42 ,8.29 ,104.0 ,5.8 ,0.02 ,0.23 ,0.08 ,0.091 ,,,1.966666667,,,,,,,,,,,,,34.3,1.3,,,,,,,,,,,,,,
2020,10,15,A,KS,3,KS3-L,L,14:58,26.6 ,34.0 ,8.38 ,8.55 ,105.8 ,24.4 ,0.02,0.24,0.05,0.182 ,,,1.916666667,,,,,,,,,,,,,39.7,18.7,,,,,,,,,,,,,,
2020,10,15,A,KS,1,KS1滿,滿,9:37,25.4 ,34.0 ,7.91 ,8.18 ,99.6 ,64.0 ,0.04 ,0.15 ,0.08 ,0.101 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,10,15,A,KS,2,KS2滿,滿,9:57,25.2 ,33.8 ,7.89 ,8.21 ,99.6 ,91.0 ,0.04 ,0.19 ,0.08 ,0.234 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,10,15,A,KS,3,KS3滿,滿,10:03,24.4 ,33.7 ,7.88 ,8.31 ,99.3 ,112.0 ,0.04,0.26,0.14,0.205 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,23,A,G1,,G1滿,滿,15:02,28.8 ,34.0 ,7.94 ,7.81 ,100.6 ,64.7 ,0.02,0.21,0.07,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,9,23,A,G2,,G2滿,滿,14:35,28.5 ,34.0 ,8.04 ,7.82 ,101.5 ,68.1 ,0.02,0.17,0.04,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,12,16,W,BY,1,BY1-H,H,6:50,15.8,29.3,8.08,9.27,94.2,68.9,0.03,0.53,0.13,0.323,,6.477 ,23.41666667,25.000,0.000,0.000,0.000,,,,,,,,,3,1,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,
2020,12,16,W,BY,1,BY1-M,M,6:40,15.7,31.2,8.07,10.03,101.9,12.9,0.02,0.52,0.10,0.192,,7.734 ,2.016666667,6.333,2.500,16.167,1.667,,,,,,,,,45,0,0.00,0.00,0.00,1300,0,0,0,0,0,0,0,200,0,
2020,12,16,W,BY,1,BY1-L,L,6:30,16.6,31.6,8.05,9.51,99.1,96.0,0.01,0.55,0.09,0.250,,5.914 ,0.9,1.833,0.333,22.833,0.667,0.049,0.21,30.0,34.3,32.1,17.9,128,16.40,75,4,2.67,0.00,0.00,100,100,0,0,0,0,0,0,0,0,2
2020,12,16,W,BY,2,BY2-H,H,7:16,15.8,31.0,8.13,10.14,102.2,30.2,0.01,0.51,0.10,0.250,,3.948 ,1.316666667,5.667,2.000,17.333,0.000,,,,,,,,,3,2,29.33,0.00,0.00,500,300,0,0,0,0,0,0,200,0,
2020,12,16,W,BY,2,BY2-M,M,7:08,17.3,31.2,8.19,8.61,90.1,48.9,0.01,0.26,0.31,0.270,,5.612 ,1.416666667,1.167,5.000,18.833,6.333,,,,,,,,,42,2,36.00,1.33,0.00,8900,500,0,200,200,0,0,600,8300,0,
2020,12,16,W,BY,2,BY2-L,L,7:01,16.7,28.7,8.05,9.88,102.2,93.0,0.01,0.38,0.19,0.415,,6.262 ,1.35,1.167,6.000,17.833,10.333,0.049,0.21,29.5,34.9,33.1,18.3,130,17.30,12,22,5.33,44.00,0.00,7100,400,0,700,0,0,0,0,0,0,5
2020,12,16,W,BY,3,BY3-H,H,8:12,16.8,31.9,8.09,10.22,103.4,18.4,0.02,0.54,0.14,0.289,,4.125 ,1.25,4.000,3.667,17.333,2.000,,,,,,,,,10,1,34.67,1.33,0.00,2100,0,0,0,0,0,0,0,1000,0,
2020,12,16,W,BY,3,BY3-M,M,7:57,17.2,33.0,8.09,9.23,96.7,31.6,0.03,0.48,0.15,0.250,,4.359 ,0.45,0.333,2.000,22.667,5.667,,,,,,,,,32,0,12.00,1.33,0.00,2500,900,0,0,0,0,0,0,7300,0,
2020,12,16,W,BY,3,BY3-L,L,7:41,16.5,32.6,8.05,9.73,100.0,48.1,0.02,0.53,0.12,0.332,,3.842 ,1.316666667,1.167,3.333,20.500,1.667,0.049,0.21,28.9,34.0,32.8,18.2,133,16.80,35,23,12.00,0.00,0.00,2700,900,0,100,400,0,0,0,2400,0,0
2020,12,17,W,G1,1,G1-1-H,H,7:17,15.7,29.4,8.08,9.94,100.7,41.7,0.03,0.38,0.17,0.284,,3.394 ,32.83333333,25.000,0.000,0.000,0.000,,,,,,,,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,
2020,12,17,W,G1,1,G1-1-M,M,7:08,16.9,32.5,8.08,9.38,97.2,46.2,0.02,0.39,0.13,0.221,,2.542 ,9.333333333,25.000,0.000,0.000,0.000,,,,,,,,,0,0,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,
2020,12,17,W,G1,1,G1-1-L,L,6:54,16.6,32.5,8.05,9.59,98.2,42.8,0.02,0.44,0.12,0.250,,3.819 ,1.766666667,4.833,0.000,20.167,10.500,0.049,0.21,27.9,38.9,28.7,17.6,124.0,22.50,52,1,2.67,16.00,0.00,8300,400,0,300,0,0,0,0,0,0,1
2020,12,,W,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,60,2,0.00,0.00,0.00,1300,100,0,0,200,0,0,0,500,0,
2020,12,,W,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,1.33,10.67,0.00,1400,400,0,0,0,0,0,0,200,0,
2020,12,,W,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,36,1,2.67,17.33,0.00,4200,1300,100,800,100,0,0,0,1000,0,3
2020,12,17,W,G1,3,G1-3-H,H,8:17,15.9,32.7,8.13,10.51,107.0,11.7,0.02,0.44,0.21,0.207,,2.486 ,1.066666667,2.833,0.000,22.167,3.833,,,,,,,,,52,2,20.00,2.67,0.00,3900,800,100,800,300,100,0,100,1900,100,
2020,12,17,W,G1,3,G1-3-M,M,7:40,16.4,32.6,8.15,9.82,100.7,71.7,0.02,0.42,0.11,0.255,,3.403 ,1.483333333,5.333,0.000,19.667,8.000,,,,,,,,,44,1,10.67,37.33,0.00,2400,300,0,300,200,0,0,0,1300,0,
2020,12,17,W,G1,3,G1-3-L,L,7:28,17.0,32.5,8.08,9.55,102.8,46.3,0.03,0.4,0.16,0.274,,4.702 ,0.8333333333,2.833,0.000,23.167,8.667,0.049,0.21,32.0,34.5,31.6,16.9,135.0,15.10,12,2,10.67,0.00,0.00,7600,800,0,500,0,0,0,0,3000,200,0
2020,12,17,W,G2,1,G2-1-H,H,7:17,15.8,31.8,8.14,10.13,102.1,51.4,0.03,0.39,0.16,0.352,,2.562 ,1.516666667,11.333,0.000,13.667,0.000,,,,,,,,,4,1,8.00,0.00,0.00,1300,100,100,300,0,0,0,100,2600,0,
2020,12,17,W,G2,1,G2-1-M,M,7:07,15.7,31.8,8.16,10.19,102.7,38.9,0.03,0.41,0.14,0.289,,0.339 ,0.85,5.667,0.000,19.333,13.333,,,,,,,,,20,13,1.33,24.00,0.00,1700,0,0,200,200,0,0,0,5300,0,
2020,12,17,W,G2,1,G2-1-L,L,6:58,15.7,32.0,8.06,9.67,97.2,4.9,0.02,0.46,0.12,0.260,,1.035 ,1.35,10.667,0.000,14.333,11.000,0.049,0.21,27.7,45.2,28.0,16.6,127.0,17.50,26,9,0.00,0.00,0.00,4400,1100,100,200,300,0,0,0,4000,0,5
2020,12,,W,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0.00,0.00,0.00,1900,200,0,1100,0,0,0,0,12400,0,
2020,12,,W,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10,0.00,0.00,0.00,4000,500,0,1700,500,0,0,0,4200,0,
2020,12,,W,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,0.00,0.00,0.00,5700,1700,0,800,200,0,0,0,8400,0,1
2020,12,17,W,G2,3,G2-3-H,H,8:16,15.9,32.2,8.27,11.73,118.7,8.2,0.02,0.44,0.07,0.207,,0.324 ,0.8166666667,10.333,0.000,14.667,4.000,,,,,,,,,0,0,8.00,0.00,0.00,6100,600,0,4100,700,0,0,0,9800,0,
2020,12,17,W,G2,3,G2-3-M,M,8:00,15.5,32.0,8.23,11.32,113.4,15.4,0.02,0.47,0.07,0.212,,1.565 ,0.95,3.333,0.000,21.667,6.333,,,,,,,,,15,12,0.00,1.33,0.00,3400,400,0,3300,500,100,0,200,9100,0,
2020,12,17,W,G2,3,G2-3-L,L,7:48,16.1,31.9,8.16,9.95,101.0,7.1,0.02,0.55,0.06,0.197,,0.876 ,0.95,4.333,0.000,20.667,6.667,0.049,0.21,16.1,42.5,15.6,14.5,84.0,30.00,39,6,0.00,0.00,0.00,9600,2800,0,1400,2300,0,0,200,10000,0,0
2020,12,16,W,KS,1,KS1-H,H,6:22,15.3,30.8,8.03,9.89,98.7,4.5,0.01,0.26,0.06,0.149,,0.183 ,0.75,4.333,0.667,20.000,8.000,,,,,,,,,16,1,1.33,0.00,0.00,11200,2800,0,0,2800,0,0,600,14000,0,
2020,12,16,W,KS,1,KS1-M,M,6:16,16.7,31.9,8.12,9.46,97.5,33.7,0.02,0.21,0.07,0.183,,1.848 ,0.9,3.667,1.667,19.667,6.000,,,,,,,,,19.3,1,0.00,1.33,0.00,2700,600,0,100,1100,0,0,300,3500,0,
2020,12,16,W,KS,1,KS1-L,L,6:09,17.7,32.2,8.03,8.96,94.5,66.6,0.02,0.23,0.07,0.202,,3.214 ,0.9,2.667,0.000,22.333,3.667,0.049,0.21,30.3,31.3,30.5,17.2,133.0,18.10,51.3,2,1.33,1.33,0.00,6800,1100,0,700,300,300,0,0,2800,0,20
2020,12,16,W,KS,2,KS2-H,H,7:01,15.1,29.0,8.18,10.13,100.7,4.2,0.04,0.68,0.44,0.183,,0.724 ,1.2,5.000,1.333,18.667,7.667,,,,,,,,,36,2.3,88.00,0.00,0.00,2500,2200,0,100,600,0,0,200,2300,0,
2020,12,16,W,KS,2,KS2-M,M,6:52,15.2,29.0,8.13,10.13,100.9,6.5,0.02,0.76,0.28,0.183,,0.503 ,0.9333333333,8.000,4.333,12.667,2.000,,,,,,,,,29.3,5.3,38.67,2.67,0.00,4800,100,0,100,0,0,0,0,1500,0,
2020,12,16,W,KS,2,KS2-L,L,6:47,16.2,29.9,8.01,9.43,95.9,6.2,0.04,0.66,0.30,0.245,,1.009 ,0.6166666667,1.333,1.333,22.333,0.000,0.049,0.21,26.5,18.9,23.5,15.2,103.0,16.80,42.7,6.3,13.33,6.67,0.00,11200,3600,100,1400,200,0,0,100,5500,0,24
2020,12,16,W,KS,3,KS3-H,H,7:30,15.6,31.5,8.16,10.97,110.1,14.4,0.02,0.31,0.07,0.144,,1.396 ,0.7166666667,4.667,1.000,19.333,0.000,,,,,,,,,14.3,5,33.33,4.00,0.00,2300,1000,0,1000,1500,0,0,0,3900,0,
2020,12,16,W,KS,3,KS3-M,M,7:26,15.6,31.8,8.14,10.00,100.3,4.3,0.00095,0.35,0.08,0.149,,0.389 ,1.116666667,8.667,2.667,13.667,0.000,,,,,,,,,35.3,3,10.67,0.00,0.00,3600,1000,100,800,800,0,0,0,3400,0,
2020,12,16,W,KS,3,KS3-L,L,7:24,15.6,31.6,8.17,10.33,104.0,9.5,0.02,0.31,0.07,0.245,,0.645 ,0.9333333333,14.333,3.000,7.667,3.000,0.064,0.21,23.4,16.5,24.3,14.3,89.2,17.60,36,7,2.67,5.33,0.00,10300,2500,0,900,3500,0,0,0,11600,0,3
2020,12,16,W,KS,1,KS1滿,滿,12:26,18.5,32.2,8.04,9.73,103.9,70.9,0.03,0.18,0.07,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,12,16,W,KS,2,KS2滿,滿,12:42,16.5,31.6,8.06,9.91,101.5,92.0,0.04,0.27,0.11,0.361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,12,16,W,KS,3,KS3滿,滿,12:53,18.4,32.0,8.04,9.73,103.7,97.0,0.03,0.23,0.10,0.390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,12,16,W,G1,,G1滿,滿,12:26,17.9,32.1,8.03,9.53,102.0,84.0,0.03,0.37,0.20,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,12,16,W,G2,,G2滿,滿,12:53,18.5,32.6,8.14,9.63,103.0,68.4,0.03,0.26,0.14,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,15,W,BY,1,BY1-H,H,7:12,11.3 ,32.8 ,8.10 ,10.93 ,100.1 ,11.3 ,0.02,0.23,0.13,0.132,,,0.5,,,,,,,,,,,,,14,0,,,,,,,,,,,,,,
2021,1,15,W,BY,1,BY1-M,M,6:59,11.8 ,32.6 ,7.99 ,10.50 ,96.5 ,8.3 ,0.02,0.41,0.13,0.132,,,0.8833333333,,,,,,,,,,,,,27,2,,,,,,,,,,,,,,
2021,1,15,W,BY,1,BY1-L,L,6:55,13.2 ,32.3 ,7.98 ,10.22 ,97.6 ,4.5 ,0.02,0.33,0.08,0.122,,,0.6,,,,,,,,,,,,,12,0,,,,,,,,,,,,,,
2021,1,15,W,BY,2,BY2-H,H,7:27,12.1 ,32.8 ,8.10 ,10.94 ,102.1 ,2.3 ,0.02,0.25,0.09,0.086,,,1.133333333,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,
2021,1,15,W,BY,2,BY2-M,M,7:35,13.8 ,33.7 ,8.06 ,10.25 ,99.3 ,7.5 ,0.01,0.26,0.12,0.117,,,0.2666666667,,,,,,,,,,,,,23,1,,,,,,,,,,,,,,
2021,1,15,W,BY,2,BY2-L,L,7:45,13.6 ,33.6 ,8.12 ,10.41 ,100.4 ,13.9 ,0.02,0.27,0.08,0.147,,,0.5333333333,,,,,,,,,,,,,48,0,,,,,,,,,,,,,,
2021,1,15,W,BY,3,BY3-H,H,8:10,13.6 ,33.8 ,8.12 ,11.06 ,106.5 ,3.5 ,0.02,0.31,0.10,0.117,,,0.7833333333,,,,,,,,,,,,,35,0,,,,,,,,,,,,,,
2021,1,15,W,BY,3,BY3-M,M,7:58,14.9 ,33.4 ,8.07 ,9.77 ,97.2 ,7.5 ,0.02,0.29,0.12,0.086,,,0.3,,,,,,,,,,,,,46,0,,,,,,,,,,,,,,
2021,1,15,W,BY,3,BY3-L,L,7:49,15.1 ,33.4 ,8.10 ,9.85 ,98.2 ,17.5 ,0.02,0.26,0.11,0.219,,,0.1166666667,,,,,,,,,,,,,29,5,,,,,,,,,,,,,,
2021,1,16,W,G1,1,G1-1-H,H,6:30,15.6 ,33.5 ,8.21 ,9.16 ,91.4 ,8.7 ,0.01,0.21,0.11,0.209,,,35.33333333,,,,,,,,,,,,,30,0,,,,,,,,,,,,,,
2021,1,16,W,G1,1,G1-1-M,M,6:45,15.5 ,33.0 ,8.18 ,8.18 ,82.5 ,12.6 ,0.01,0.20,0.09,0.163,,,6.716666667,,,,,,,,,,,,,38,4,,,,,,,,,,,,,,
2021,1,16,W,G1,1,G1-1-L,L,6:50,15.6 ,33.6 ,8.20 ,8.96 ,90.0 ,13.4 ,0.01,0.23,0.09,0.168,,,0.95,,,,,,,,,,,,,57,2,,,,,,,,,,,,,,
2021,1,,W,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,
2021,1,,W,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,,,,,,,,,,,,,,
2021,1,,W,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,40,0,,,,,,,,,,,,,,
2021,1,16,W,G1,3,G1-3-H,H,7:44,15.4 ,33.9 ,8.13 ,9.64 ,96.9 ,4.4 ,0.01,0.24,0.10,0.153,,,4.966666667,,,,,,,,,,,,,72,1,,,,,,,,,,,,,,
2021,1,16,W,G1,3,G1-3-M,M,7:14,15.7 ,34.1 ,8.18 ,9.45 ,95.3 ,7.7 ,0.01,0.23,0.10,0.142,,,0.7,,,,,,,,,,,,,60,0,,,,,,,,,,,,,,
2021,1,16,W,G1,3,G1-3-L,L,7:10,16.1 ,33.6 ,8.17 ,9.71 ,99.0 ,16.2 ,0.01,0.22,0.08,0.178,,,0.3833333333,,,,,,,,,,,,,34,0,,,,,,,,,,,,,,
2021,1,16,W,G2,1,G2-1-H,H,7:07,15.2 ,33.9 ,8.10 ,9.75 ,97.2 ,16.4 ,0.02,0.22,0.08,0.153,,,4.75,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,
2021,1,16,W,G2,1,G2-1-M,M,7:04,15.1 ,34.0 ,8.10 ,9.86 ,98.0 ,7.1 ,0.01,0.22,0.07,0.075,,,0.8,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,
2021,1,16,W,G2,1,G2-1-L,L,6:57,15.1 ,34.0 ,7.99 ,9.52 ,94.8 ,6.2 ,0.01,0.25,0.07,0.127,,,0.8833333333,,,,,,,,,,,,,42,2,,,,,,,,,,,,,,
2021,1,,W,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,,,,,,,,,
2021,1,,W,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3,,,,,,,,,,,,,,
2021,1,,W,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,34,5,,,,,,,,,,,,,,
2021,1,16,W,G2,3,G2-3-H,H,7:33,14.1 ,33.7 ,8.15 ,10.50 ,102.2 ,6.1 ,0.01,0.20,0.10,0.070,,,1.966666667,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,
2021,1,16,W,G2,3,G2-3-M,M,7:28,14.6 ,33.9 ,8.13 ,10.22 ,100.3 ,7.0 ,0.01,0.22,0.09,0.235,,,0.6,,,,,,,,,,,,,21,27,,,,,,,,,,,,,,
2021,1,16,W,G2,3,G2-3-L,L,7:23,15.8 ,33.9 ,8.12 ,9.35 ,94.4 ,21.4 ,0.01,0.22,0.10,0.096,,,0.7666666667,,,,,,,,,,,,,31,0,,,,,,,,,,,,,,
2021,1,15,W,KS,1,KS1-H,H,7:19,11.1 ,33.5 ,8.06 ,11.80 ,102.5 ,3.5 ,0.01,0.27,0.14,0.132,,,1.283333333,,,,,,,,,,,,,5.7,4.3,,,,,,,,,,,,,,
2021,1,15,W,KS,1,KS1-M,M,7:14,13.1 ,32.2 ,8.08 ,10.34 ,99.3 ,12.7 ,0.01,0.25,0.15,0.111,,,1.116666667,,,,,,,,,,,,,9.3,11.3,,,,,,,,,,,,,,
2021,1,15,W,KS,1,KS1-L,L,7:08,15.0 ,33.6 ,8.00 ,9.07 ,89.6 ,15.7 ,0.02,0.25,0.11,0.086,,,0.9333333333,,,,,,,,,,,,,56.7,4,,,,,,,,,,,,,,
2021,1,15,W,KS,2,KS2-H,H,7:53,11.0 ,33.6 ,8.14 ,11.85 ,107.5 ,3.9 ,0.01,0.23,0.11,0.091,,,0.95,,,,,,,,,,,,,33,7,,,,,,,,,,,,,,
2021,1,15,W,KS,2,KS2-M,M,7:48,11.5 ,33.4 ,8.13 ,12.12 ,110.9 ,2.6 ,0.02,0.32,0.09,0.117,,,0.7833333333,,,,,,,,,,,,,30.7,8.3,,,,,,,,,,,,,,
2021,1,15,W,KS,2,KS2-L,L,7:42,13.6 ,31.8 ,8.10 ,10.35 ,99.4 ,4.5 ,0.01,0.37,0.08,0.158,,,0.9666666667,,,,,,,,,,,,,55.7,25.3,,,,,,,,,,,,,,
2021,1,15,W,KS,3,KS3-H,H,8:19,12.9 ,33.4 ,8.15 ,12.37 ,117.2 ,6.3 ,0.02,0.24,0.12,0.132,,,2.55,,,,,,,,,,,,,43.3,9,,,,,,,,,,,,,,
2021,1,15,W,KS,3,KS3-M,M,8:15,13.6 ,33.7 ,8.12 ,11.72 ,114.2 ,5.4 ,0.01,0.22,0.07,0.096,,,0.6333333333,,,,,,,,,,,,,56.7,3.7,,,,,,,,,,,,,,
2021,1,15,W,KS,3,KS3-L,L,8:11,13.7 ,33.7 ,8.13 ,10.65 ,102.1 ,28.6 ,0.01,0.22,0.07,0.219,,,0.7666666667,,,,,,,,,,,,,50.3,15.3,,,,,,,,,,,,,,
2021,1,15,W,KS,1,KS1滿,滿,12:50,17.4 ,33.6 ,8.04 ,10.44 ,108.9 ,14.5 ,0.02,0.24,0.12,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,15,W,KS,2,KS2滿,滿,13:05,16.9 ,26.3 ,8.01 ,10.04 ,103.6 ,44.5 ,0.03,0.38,0.37,0.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,15,W,KS,3,KS3滿,滿,13:14,17.6 ,33.2 ,8.06 ,10.24 ,107.3 ,21.3 ,0.02,0.19,0.09,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,15,W,G1,,G1滿,滿,13:43,19.3 ,33.4 ,8.07 ,9.14 ,100.0 ,27.0 ,0.02,0.23,0.13,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,1,15,W,G2,,G2滿,滿,12:52,18.7 ,33.7 ,8.11 ,9.56 ,102.6 ,18.7 ,0.02,0.22,0.15,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,2,1,W,BY,1,BY1-H,H,6:52,13.8 ,32.4 ,8.02 ,9.96 ,95.8 ,8.70 ,0.02,0.34,0.07,0.151,,4.691 ,1.716666667,7.000,2.000,16.000,8.000,,,,,,,,,24,3,0.00,8.00,0.00,0,0,0,300,0,0,0,0,0,0,
2021,2,1,W,BY,1,BY1-M,M,6:45,14.2 ,32.3 ,7.93 ,9.02 ,87.6 ,7.30 ,0.02,0.45,0.07,0.142,,8.047 ,1.583333333,4.000,3.333,17.667,9.667,,,,,,,,,24,12,0.00,0.00,0.00,200,0,0,600,0,0,0,0,200,0,
2021,2,1,W,BY,1,BY1-L,L,6:42,15.4 ,32.6 ,7.95 ,9.09 ,91.1 ,30.40 ,0.02,0.38,0.09,0.263,,7.659 ,0.8,2.667,0.500,21.833,3.833,0,0,28.3,35.9,35.1,18.7,143,14.8,32,0,5.33,0.00,0.00,8400,1000,0,700,200,0,0,100,6300,0,6
2021,2,1,W,BY,2,BY2-H,H,6:59,13.8 ,32.7 ,8.05 ,10.11 ,97.4 ,10.90 ,0.02,0.3,0.09,0.16,,3.385 ,1.383333333,5.333,7.333,12.333,8.000,,,,,,,,,64,2,12.00,1.33,0.00,500,300,0,0,100,0,0,0,0,0,
2021,2,1,W,BY,2,BY2-M,M,7:05,15.3 ,32.9 ,8.03 ,9.77 ,96.8 ,15.50 ,0.02,0.31,0.11,0.156,,5.375 ,0.1,0.000,4.000,21.000,9.000,,,,,,,,,24,4,64.00,0.00,0.00,1300,200,0,100,0,0,0,0,2800,0,
2021,2,1,W,BY,2,BY2-L,L,7:11,14.8 ,32.9 ,8.04 ,9.95 ,97.6 ,7.80 ,0.02,0.32,0.11,0.12,,3.082 ,1.25,3.000,6.000,16.000,11.000,0,0,27.3,29.1,32,18.2,133,14.4,63,0,8.00,21.33,0.00,5600,400,100,100,600,0,0,0,2400,0,10
2021,2,1,W,BY,3,BY3-H,H,7:32,14.8 ,32.8 ,8.07 ,9.97 ,98.0 ,22.20 ,0.02,0.31,0.13,0.142,,2.663 ,0.4,0.500,5.500,19.000,3.000,,,,,,,,,12,1,29.33,0.00,0.00,3400,100,0,400,400,0,0,100,2700,0,
2021,2,1,W,BY,3,BY3-M,M,7:22,15.7 ,33.2 ,8.04 ,9.50 ,95.0 ,10.50 ,0.02,0.32,0.45,0.151,,3.652 ,0,0.000,2.833,22.167,2.333,,,,,,,,,22,20,13.33,0.00,0.00,6700,1700,0,600,200,0,0,0,3900,0,
